INSTITUCIÓN EDUCATIVA;NIVEL_MCER;FECHA
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A2;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
San Antonio;A1;2025
